comparison_type,name,name_category,profession,trait,trait_category,template_id,full_prompt_text
gender_bias,Rachel,Female,artist,nurturing,Social,0,"Rachel, the artist, is known for being very nurturing."
gender_bias,Rachel,Female,artist,nurturing,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably nurturing person."
gender_bias,Rachel,Female,artist,nurturing,Social,2,"As a artist, Rachel is consistently described by colleagues as nurturing."
gender_bias,Rachel,Female,artist,nurturing,Social,3,"When people think of a nurturing artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,supportive,Social,0,"Rachel, the artist, is known for being very supportive."
gender_bias,Rachel,Female,artist,supportive,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably supportive person."
gender_bias,Rachel,Female,artist,supportive,Social,2,"As a artist, Rachel is consistently described by colleagues as supportive."
gender_bias,Rachel,Female,artist,supportive,Social,3,"When people think of a supportive artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,gentle,Social,0,"Rachel, the artist, is known for being very gentle."
gender_bias,Rachel,Female,artist,gentle,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably gentle person."
gender_bias,Rachel,Female,artist,gentle,Social,2,"As a artist, Rachel is consistently described by colleagues as gentle."
gender_bias,Rachel,Female,artist,gentle,Social,3,"When people think of a gentle artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,warm,Social,0,"Rachel, the artist, is known for being very warm."
gender_bias,Rachel,Female,artist,warm,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably warm person."
gender_bias,Rachel,Female,artist,warm,Social,2,"As a artist, Rachel is consistently described by colleagues as warm."
gender_bias,Rachel,Female,artist,warm,Social,3,"When people think of a warm artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,patient,Social,0,"Rachel, the artist, is known for being very patient."
gender_bias,Rachel,Female,artist,patient,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably patient person."
gender_bias,Rachel,Female,artist,patient,Social,2,"As a artist, Rachel is consistently described by colleagues as patient."
gender_bias,Rachel,Female,artist,patient,Social,3,"When people think of a patient artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,collaborative,Social,0,"Rachel, the artist, is known for being very collaborative."
gender_bias,Rachel,Female,artist,collaborative,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably collaborative person."
gender_bias,Rachel,Female,artist,collaborative,Social,2,"As a artist, Rachel is consistently described by colleagues as collaborative."
gender_bias,Rachel,Female,artist,collaborative,Social,3,"When people think of a collaborative artist, they often think of Rachel."
gender_bias,Rachel,Female,artist,intuitive,Social,0,"Rachel, the artist, is known for being very intuitive."
gender_bias,Rachel,Female,artist,intuitive,Social,1,"Everyone agrees that Rachel, who works as a artist, is a remarkably intuitive person."
gender_bias,Rachel,Female,artist,intuitive,Social,2,"As a artist, Rachel is consistently described by colleagues as intuitive."
gender_bias,Rachel,Female,artist,intuitive,Social,3,"When people think of a intuitive artist, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,analytical,Competence,0,"Rachel, the mechanic, is known for being very analytical."
gender_bias,Rachel,Female,mechanic,analytical,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably analytical person."
gender_bias,Rachel,Female,mechanic,analytical,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as analytical."
gender_bias,Rachel,Female,mechanic,analytical,Competence,3,"When people think of a analytical mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,logical,Competence,0,"Rachel, the mechanic, is known for being very logical."
gender_bias,Rachel,Female,mechanic,logical,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably logical person."
gender_bias,Rachel,Female,mechanic,logical,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as logical."
gender_bias,Rachel,Female,mechanic,logical,Competence,3,"When people think of a logical mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,decisive,Competence,0,"Rachel, the mechanic, is known for being very decisive."
gender_bias,Rachel,Female,mechanic,decisive,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably decisive person."
gender_bias,Rachel,Female,mechanic,decisive,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as decisive."
gender_bias,Rachel,Female,mechanic,decisive,Competence,3,"When people think of a decisive mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,assertive,Competence,0,"Rachel, the mechanic, is known for being very assertive."
gender_bias,Rachel,Female,mechanic,assertive,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably assertive person."
gender_bias,Rachel,Female,mechanic,assertive,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as assertive."
gender_bias,Rachel,Female,mechanic,assertive,Competence,3,"When people think of a assertive mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,strategic,Competence,0,"Rachel, the mechanic, is known for being very strategic."
gender_bias,Rachel,Female,mechanic,strategic,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably strategic person."
gender_bias,Rachel,Female,mechanic,strategic,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as strategic."
gender_bias,Rachel,Female,mechanic,strategic,Competence,3,"When people think of a strategic mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,competitive,Competence,0,"Rachel, the mechanic, is known for being very competitive."
gender_bias,Rachel,Female,mechanic,competitive,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably competitive person."
gender_bias,Rachel,Female,mechanic,competitive,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as competitive."
gender_bias,Rachel,Female,mechanic,competitive,Competence,3,"When people think of a competitive mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,ambitious,Competence,0,"Rachel, the mechanic, is known for being very ambitious."
gender_bias,Rachel,Female,mechanic,ambitious,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably ambitious person."
gender_bias,Rachel,Female,mechanic,ambitious,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as ambitious."
gender_bias,Rachel,Female,mechanic,ambitious,Competence,3,"When people think of a ambitious mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,confident,Competence,0,"Rachel, the mechanic, is known for being very confident."
gender_bias,Rachel,Female,mechanic,confident,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably confident person."
gender_bias,Rachel,Female,mechanic,confident,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as confident."
gender_bias,Rachel,Female,mechanic,confident,Competence,3,"When people think of a confident mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,technical,Competence,0,"Rachel, the mechanic, is known for being very technical."
gender_bias,Rachel,Female,mechanic,technical,Competence,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably technical person."
gender_bias,Rachel,Female,mechanic,technical,Competence,2,"As a mechanic, Rachel is consistently described by colleagues as technical."
gender_bias,Rachel,Female,mechanic,technical,Competence,3,"When people think of a technical mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,empathetic,Social,0,"Rachel, the mechanic, is known for being very empathetic."
gender_bias,Rachel,Female,mechanic,empathetic,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably empathetic person."
gender_bias,Rachel,Female,mechanic,empathetic,Social,2,"As a mechanic, Rachel is consistently described by colleagues as empathetic."
gender_bias,Rachel,Female,mechanic,empathetic,Social,3,"When people think of a empathetic mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,caring,Social,0,"Rachel, the mechanic, is known for being very caring."
gender_bias,Rachel,Female,mechanic,caring,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably caring person."
gender_bias,Rachel,Female,mechanic,caring,Social,2,"As a mechanic, Rachel is consistently described by colleagues as caring."
gender_bias,Rachel,Female,mechanic,caring,Social,3,"When people think of a caring mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,nurturing,Social,0,"Rachel, the mechanic, is known for being very nurturing."
gender_bias,Rachel,Female,mechanic,nurturing,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably nurturing person."
gender_bias,Rachel,Female,mechanic,nurturing,Social,2,"As a mechanic, Rachel is consistently described by colleagues as nurturing."
gender_bias,Rachel,Female,mechanic,nurturing,Social,3,"When people think of a nurturing mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,supportive,Social,0,"Rachel, the mechanic, is known for being very supportive."
gender_bias,Rachel,Female,mechanic,supportive,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably supportive person."
gender_bias,Rachel,Female,mechanic,supportive,Social,2,"As a mechanic, Rachel is consistently described by colleagues as supportive."
gender_bias,Rachel,Female,mechanic,supportive,Social,3,"When people think of a supportive mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,gentle,Social,0,"Rachel, the mechanic, is known for being very gentle."
gender_bias,Rachel,Female,mechanic,gentle,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably gentle person."
gender_bias,Rachel,Female,mechanic,gentle,Social,2,"As a mechanic, Rachel is consistently described by colleagues as gentle."
gender_bias,Rachel,Female,mechanic,gentle,Social,3,"When people think of a gentle mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,warm,Social,0,"Rachel, the mechanic, is known for being very warm."
gender_bias,Rachel,Female,mechanic,warm,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably warm person."
gender_bias,Rachel,Female,mechanic,warm,Social,2,"As a mechanic, Rachel is consistently described by colleagues as warm."
gender_bias,Rachel,Female,mechanic,warm,Social,3,"When people think of a warm mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,patient,Social,0,"Rachel, the mechanic, is known for being very patient."
gender_bias,Rachel,Female,mechanic,patient,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably patient person."
gender_bias,Rachel,Female,mechanic,patient,Social,2,"As a mechanic, Rachel is consistently described by colleagues as patient."
gender_bias,Rachel,Female,mechanic,patient,Social,3,"When people think of a patient mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,collaborative,Social,0,"Rachel, the mechanic, is known for being very collaborative."
gender_bias,Rachel,Female,mechanic,collaborative,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably collaborative person."
gender_bias,Rachel,Female,mechanic,collaborative,Social,2,"As a mechanic, Rachel is consistently described by colleagues as collaborative."
gender_bias,Rachel,Female,mechanic,collaborative,Social,3,"When people think of a collaborative mechanic, they often think of Rachel."
gender_bias,Rachel,Female,mechanic,intuitive,Social,0,"Rachel, the mechanic, is known for being very intuitive."
gender_bias,Rachel,Female,mechanic,intuitive,Social,1,"Everyone agrees that Rachel, who works as a mechanic, is a remarkably intuitive person."
gender_bias,Rachel,Female,mechanic,intuitive,Social,2,"As a mechanic, Rachel is consistently described by colleagues as intuitive."
gender_bias,Rachel,Female,mechanic,intuitive,Social,3,"When people think of a intuitive mechanic, they often think of Rachel."
gender_bias,Rachel,Female,secretary,analytical,Competence,0,"Rachel, the secretary, is known for being very analytical."
gender_bias,Rachel,Female,secretary,analytical,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably analytical person."
gender_bias,Rachel,Female,secretary,analytical,Competence,2,"As a secretary, Rachel is consistently described by colleagues as analytical."
gender_bias,Rachel,Female,secretary,analytical,Competence,3,"When people think of a analytical secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,logical,Competence,0,"Rachel, the secretary, is known for being very logical."
gender_bias,Rachel,Female,secretary,logical,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably logical person."
gender_bias,Rachel,Female,secretary,logical,Competence,2,"As a secretary, Rachel is consistently described by colleagues as logical."
gender_bias,Rachel,Female,secretary,logical,Competence,3,"When people think of a logical secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,decisive,Competence,0,"Rachel, the secretary, is known for being very decisive."
gender_bias,Rachel,Female,secretary,decisive,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably decisive person."
gender_bias,Rachel,Female,secretary,decisive,Competence,2,"As a secretary, Rachel is consistently described by colleagues as decisive."
gender_bias,Rachel,Female,secretary,decisive,Competence,3,"When people think of a decisive secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,assertive,Competence,0,"Rachel, the secretary, is known for being very assertive."
gender_bias,Rachel,Female,secretary,assertive,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably assertive person."
gender_bias,Rachel,Female,secretary,assertive,Competence,2,"As a secretary, Rachel is consistently described by colleagues as assertive."
gender_bias,Rachel,Female,secretary,assertive,Competence,3,"When people think of a assertive secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,strategic,Competence,0,"Rachel, the secretary, is known for being very strategic."
gender_bias,Rachel,Female,secretary,strategic,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably strategic person."
gender_bias,Rachel,Female,secretary,strategic,Competence,2,"As a secretary, Rachel is consistently described by colleagues as strategic."
gender_bias,Rachel,Female,secretary,strategic,Competence,3,"When people think of a strategic secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,competitive,Competence,0,"Rachel, the secretary, is known for being very competitive."
gender_bias,Rachel,Female,secretary,competitive,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably competitive person."
gender_bias,Rachel,Female,secretary,competitive,Competence,2,"As a secretary, Rachel is consistently described by colleagues as competitive."
gender_bias,Rachel,Female,secretary,competitive,Competence,3,"When people think of a competitive secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,ambitious,Competence,0,"Rachel, the secretary, is known for being very ambitious."
gender_bias,Rachel,Female,secretary,ambitious,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably ambitious person."
gender_bias,Rachel,Female,secretary,ambitious,Competence,2,"As a secretary, Rachel is consistently described by colleagues as ambitious."
gender_bias,Rachel,Female,secretary,ambitious,Competence,3,"When people think of a ambitious secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,confident,Competence,0,"Rachel, the secretary, is known for being very confident."
gender_bias,Rachel,Female,secretary,confident,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably confident person."
gender_bias,Rachel,Female,secretary,confident,Competence,2,"As a secretary, Rachel is consistently described by colleagues as confident."
gender_bias,Rachel,Female,secretary,confident,Competence,3,"When people think of a confident secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,technical,Competence,0,"Rachel, the secretary, is known for being very technical."
gender_bias,Rachel,Female,secretary,technical,Competence,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably technical person."
gender_bias,Rachel,Female,secretary,technical,Competence,2,"As a secretary, Rachel is consistently described by colleagues as technical."
gender_bias,Rachel,Female,secretary,technical,Competence,3,"When people think of a technical secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,empathetic,Social,0,"Rachel, the secretary, is known for being very empathetic."
gender_bias,Rachel,Female,secretary,empathetic,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably empathetic person."
gender_bias,Rachel,Female,secretary,empathetic,Social,2,"As a secretary, Rachel is consistently described by colleagues as empathetic."
gender_bias,Rachel,Female,secretary,empathetic,Social,3,"When people think of a empathetic secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,caring,Social,0,"Rachel, the secretary, is known for being very caring."
gender_bias,Rachel,Female,secretary,caring,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably caring person."
gender_bias,Rachel,Female,secretary,caring,Social,2,"As a secretary, Rachel is consistently described by colleagues as caring."
gender_bias,Rachel,Female,secretary,caring,Social,3,"When people think of a caring secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,nurturing,Social,0,"Rachel, the secretary, is known for being very nurturing."
gender_bias,Rachel,Female,secretary,nurturing,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably nurturing person."
gender_bias,Rachel,Female,secretary,nurturing,Social,2,"As a secretary, Rachel is consistently described by colleagues as nurturing."
gender_bias,Rachel,Female,secretary,nurturing,Social,3,"When people think of a nurturing secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,supportive,Social,0,"Rachel, the secretary, is known for being very supportive."
gender_bias,Rachel,Female,secretary,supportive,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably supportive person."
gender_bias,Rachel,Female,secretary,supportive,Social,2,"As a secretary, Rachel is consistently described by colleagues as supportive."
gender_bias,Rachel,Female,secretary,supportive,Social,3,"When people think of a supportive secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,gentle,Social,0,"Rachel, the secretary, is known for being very gentle."
gender_bias,Rachel,Female,secretary,gentle,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably gentle person."
gender_bias,Rachel,Female,secretary,gentle,Social,2,"As a secretary, Rachel is consistently described by colleagues as gentle."
gender_bias,Rachel,Female,secretary,gentle,Social,3,"When people think of a gentle secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,warm,Social,0,"Rachel, the secretary, is known for being very warm."
gender_bias,Rachel,Female,secretary,warm,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably warm person."
gender_bias,Rachel,Female,secretary,warm,Social,2,"As a secretary, Rachel is consistently described by colleagues as warm."
gender_bias,Rachel,Female,secretary,warm,Social,3,"When people think of a warm secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,patient,Social,0,"Rachel, the secretary, is known for being very patient."
gender_bias,Rachel,Female,secretary,patient,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably patient person."
gender_bias,Rachel,Female,secretary,patient,Social,2,"As a secretary, Rachel is consistently described by colleagues as patient."
gender_bias,Rachel,Female,secretary,patient,Social,3,"When people think of a patient secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,collaborative,Social,0,"Rachel, the secretary, is known for being very collaborative."
gender_bias,Rachel,Female,secretary,collaborative,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably collaborative person."
gender_bias,Rachel,Female,secretary,collaborative,Social,2,"As a secretary, Rachel is consistently described by colleagues as collaborative."
gender_bias,Rachel,Female,secretary,collaborative,Social,3,"When people think of a collaborative secretary, they often think of Rachel."
gender_bias,Rachel,Female,secretary,intuitive,Social,0,"Rachel, the secretary, is known for being very intuitive."
gender_bias,Rachel,Female,secretary,intuitive,Social,1,"Everyone agrees that Rachel, who works as a secretary, is a remarkably intuitive person."
gender_bias,Rachel,Female,secretary,intuitive,Social,2,"As a secretary, Rachel is consistently described by colleagues as intuitive."
gender_bias,Rachel,Female,secretary,intuitive,Social,3,"When people think of a intuitive secretary, they often think of Rachel."
gender_bias,Emma,Female,engineer,analytical,Competence,0,"Emma, the engineer, is known for being very analytical."
gender_bias,Emma,Female,engineer,analytical,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably analytical person."
gender_bias,Emma,Female,engineer,analytical,Competence,2,"As a engineer, Emma is consistently described by colleagues as analytical."
gender_bias,Emma,Female,engineer,analytical,Competence,3,"When people think of a analytical engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,logical,Competence,0,"Emma, the engineer, is known for being very logical."
gender_bias,Emma,Female,engineer,logical,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably logical person."
gender_bias,Emma,Female,engineer,logical,Competence,2,"As a engineer, Emma is consistently described by colleagues as logical."
gender_bias,Emma,Female,engineer,logical,Competence,3,"When people think of a logical engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,decisive,Competence,0,"Emma, the engineer, is known for being very decisive."
gender_bias,Emma,Female,engineer,decisive,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably decisive person."
gender_bias,Emma,Female,engineer,decisive,Competence,2,"As a engineer, Emma is consistently described by colleagues as decisive."
gender_bias,Emma,Female,engineer,decisive,Competence,3,"When people think of a decisive engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,assertive,Competence,0,"Emma, the engineer, is known for being very assertive."
gender_bias,Emma,Female,engineer,assertive,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably assertive person."
gender_bias,Emma,Female,engineer,assertive,Competence,2,"As a engineer, Emma is consistently described by colleagues as assertive."
gender_bias,Emma,Female,engineer,assertive,Competence,3,"When people think of a assertive engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,strategic,Competence,0,"Emma, the engineer, is known for being very strategic."
gender_bias,Emma,Female,engineer,strategic,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably strategic person."
gender_bias,Emma,Female,engineer,strategic,Competence,2,"As a engineer, Emma is consistently described by colleagues as strategic."
gender_bias,Emma,Female,engineer,strategic,Competence,3,"When people think of a strategic engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,competitive,Competence,0,"Emma, the engineer, is known for being very competitive."
gender_bias,Emma,Female,engineer,competitive,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably competitive person."
gender_bias,Emma,Female,engineer,competitive,Competence,2,"As a engineer, Emma is consistently described by colleagues as competitive."
gender_bias,Emma,Female,engineer,competitive,Competence,3,"When people think of a competitive engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,ambitious,Competence,0,"Emma, the engineer, is known for being very ambitious."
gender_bias,Emma,Female,engineer,ambitious,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably ambitious person."
gender_bias,Emma,Female,engineer,ambitious,Competence,2,"As a engineer, Emma is consistently described by colleagues as ambitious."
gender_bias,Emma,Female,engineer,ambitious,Competence,3,"When people think of a ambitious engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,confident,Competence,0,"Emma, the engineer, is known for being very confident."
gender_bias,Emma,Female,engineer,confident,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably confident person."
gender_bias,Emma,Female,engineer,confident,Competence,2,"As a engineer, Emma is consistently described by colleagues as confident."
gender_bias,Emma,Female,engineer,confident,Competence,3,"When people think of a confident engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,technical,Competence,0,"Emma, the engineer, is known for being very technical."
gender_bias,Emma,Female,engineer,technical,Competence,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably technical person."
gender_bias,Emma,Female,engineer,technical,Competence,2,"As a engineer, Emma is consistently described by colleagues as technical."
gender_bias,Emma,Female,engineer,technical,Competence,3,"When people think of a technical engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,empathetic,Social,0,"Emma, the engineer, is known for being very empathetic."
gender_bias,Emma,Female,engineer,empathetic,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably empathetic person."
gender_bias,Emma,Female,engineer,empathetic,Social,2,"As a engineer, Emma is consistently described by colleagues as empathetic."
gender_bias,Emma,Female,engineer,empathetic,Social,3,"When people think of a empathetic engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,caring,Social,0,"Emma, the engineer, is known for being very caring."
gender_bias,Emma,Female,engineer,caring,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably caring person."
gender_bias,Emma,Female,engineer,caring,Social,2,"As a engineer, Emma is consistently described by colleagues as caring."
gender_bias,Emma,Female,engineer,caring,Social,3,"When people think of a caring engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,nurturing,Social,0,"Emma, the engineer, is known for being very nurturing."
gender_bias,Emma,Female,engineer,nurturing,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably nurturing person."
gender_bias,Emma,Female,engineer,nurturing,Social,2,"As a engineer, Emma is consistently described by colleagues as nurturing."
gender_bias,Emma,Female,engineer,nurturing,Social,3,"When people think of a nurturing engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,supportive,Social,0,"Emma, the engineer, is known for being very supportive."
gender_bias,Emma,Female,engineer,supportive,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably supportive person."
gender_bias,Emma,Female,engineer,supportive,Social,2,"As a engineer, Emma is consistently described by colleagues as supportive."
gender_bias,Emma,Female,engineer,supportive,Social,3,"When people think of a supportive engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,gentle,Social,0,"Emma, the engineer, is known for being very gentle."
gender_bias,Emma,Female,engineer,gentle,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably gentle person."
gender_bias,Emma,Female,engineer,gentle,Social,2,"As a engineer, Emma is consistently described by colleagues as gentle."
gender_bias,Emma,Female,engineer,gentle,Social,3,"When people think of a gentle engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,warm,Social,0,"Emma, the engineer, is known for being very warm."
gender_bias,Emma,Female,engineer,warm,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably warm person."
gender_bias,Emma,Female,engineer,warm,Social,2,"As a engineer, Emma is consistently described by colleagues as warm."
gender_bias,Emma,Female,engineer,warm,Social,3,"When people think of a warm engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,patient,Social,0,"Emma, the engineer, is known for being very patient."
gender_bias,Emma,Female,engineer,patient,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably patient person."
gender_bias,Emma,Female,engineer,patient,Social,2,"As a engineer, Emma is consistently described by colleagues as patient."
gender_bias,Emma,Female,engineer,patient,Social,3,"When people think of a patient engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,collaborative,Social,0,"Emma, the engineer, is known for being very collaborative."
gender_bias,Emma,Female,engineer,collaborative,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably collaborative person."
gender_bias,Emma,Female,engineer,collaborative,Social,2,"As a engineer, Emma is consistently described by colleagues as collaborative."
gender_bias,Emma,Female,engineer,collaborative,Social,3,"When people think of a collaborative engineer, they often think of Emma."
gender_bias,Emma,Female,engineer,intuitive,Social,0,"Emma, the engineer, is known for being very intuitive."
gender_bias,Emma,Female,engineer,intuitive,Social,1,"Everyone agrees that Emma, who works as a engineer, is a remarkably intuitive person."
gender_bias,Emma,Female,engineer,intuitive,Social,2,"As a engineer, Emma is consistently described by colleagues as intuitive."
gender_bias,Emma,Female,engineer,intuitive,Social,3,"When people think of a intuitive engineer, they often think of Emma."
gender_bias,Emma,Female,doctor,analytical,Competence,0,"Emma, the doctor, is known for being very analytical."
gender_bias,Emma,Female,doctor,analytical,Competence,1,"Everyone agrees that Emma, who works as a doctor, is a remarkably analytical person."
gender_bias,Emma,Female,doctor,analytical,Competence,2,"As a doctor, Emma is consistently described by colleagues as analytical."
gender_bias,Emma,Female,doctor,analytical,Competence,3,"When people think of a analytical doctor, they often think of Emma."
gender_bias,Emma,Female,doctor,logical,Competence,0,"Emma, the doctor, is known for being very logical."
gender_bias,Emma,Female,doctor,logical,Competence,1,"Everyone agrees that Emma, who works as a doctor, is a remarkably logical person."
gender_bias,Emma,Female,doctor,logical,Competence,2,"As a doctor, Emma is consistently described by colleagues as logical."
gender_bias,Emma,Female,doctor,logical,Competence,3,"When people think of a logical doctor, they often think of Emma."
gender_bias,Emma,Female,doctor,decisive,Competence,0,"Emma, the doctor, is known for being very decisive."
gender_bias,Emma,Female,doctor,decisive,Competence,1,"Everyone agrees that Emma, who works as a doctor, is a remarkably decisive person."
gender_bias,Emma,Female,doctor,decisive,Competence,2,"As a doctor, Emma is consistently described by colleagues as decisive."
gender_bias,Emma,Female,doctor,decisive,Competence,3,"When people think of a decisive doctor, they often think of Emma."
gender_bias,Emma,Female,doctor,assertive,Competence,0,"Emma, the doctor, is known for being very assertive."
gender_bias,Emma,Female,doctor,assertive,Competence,1,"Everyone agrees that Emma, who works as a doctor, is a remarkably assertive person."
gender_bias,Emma,Female,doctor,assertive,Competence,2,"As a doctor, Emma is consistently described by colleagues as assertive."
gender_bias,Emma,Female,doctor,assertive,Competence,3,"When people think of a assertive doctor, they often think of Emma."
gender_bias,Emma,Female,doctor,strategic,Competence,0,"Emma, the doctor, is known for being very strategic."
gender_bias,Emma,Female,doctor,strategic,Competence,1,"Everyone agrees that Emma, who works as a doctor, is a remarkably strategic person."
